id,city,city_min_wage,building_area,land_area,bedroom,bathroom,kitchen,dining_room,living_room,storeroom,laundry,garage,carport,floor_count,cctv,ac,legality,negotiable,est_installment,price
16485346,sukoharjo,2215482,120,150,3,2,1,0,0,0,1,1,1,2.0,1,1,SHM,1,17723050,2750000000
15300336,bekasi,5281346,60,78,3,2,0,0,0,0,0,0,0,1.0,0,0,SHM,1,2640169,710000000
8933092,jakarta pusat,5067381,500,376,8,7,0,0,0,0,0,2,1,2.0,0,1,SHM,1,61356029,5000000000
15022091,tangerang,4681138,80,61,3,3,0,0,0,0,1,2,2,2.0,1,1,SHM,1,4090402,1000000000
15657922,depok,4878612,155,98,5,5,1,0,0,0,1,0,3,2.0,1,1,SHM,1,5391893,45000000000
14466344,jakarta timur,5067381,59,30,2,2,1,0,0,0,1,0,1,2.0,0,1,SHM,1,5381362,835000000
16485402,jakarta timur,5067381,145,90,4,3,0,0,0,0,0,0,1,3.0,0,0,SHM,1,11600541,1800000000
16485281,tangerang,4681138,180,134,5,4,0,0,0,0,0,2,2,2.0,0,0,SHM,1,17723050,2750000000
15038404,bandung,3868638,128,104,5,4,1,0,0,0,1,0,2,2.0,0,1,SHM,1,10633830,1650000000
16072401,bandung,3868638,36,60,2,1,0,0,0,0,1,1,1,1.0,1,1,SHM,0,632153,170000000
12954082,tangerang,4681138,320,295,5,4,0,0,0,0,1,0,1,2.0,0,1,SHM,1,32223727,5000000000
16485357,jakarta barat,5067381,180,150,5,2,0,0,0,0,1,0,0,1.0,0,1,SHM,1,18045287,2800000000
16485349,jakarta utara,5067381,200,180,5,4,0,0,0,0,0,0,1,2.0,0,0,SHM,1,33512676,5200000000
15520800,tangerang selatan,4670791,154,112,5,2,0,0,0,1,1,0,1,2.0,0,0,SHM,1,11536094,1790000000
15666485,jakarta selatan,5067381,580,347,4,6,0,0,0,0,1,2,2,2.0,0,0,SHM,1,72511671,5000000000
16343963,bandung,3868638,195,557,4,2,0,0,0,0,1,6,6,2.0,0,0,SHM,0,16733462,5000000000
16294962,bandung,3868638,140,125,4,4,0,0,0,0,0,0,2,1.0,0,0,Lainnya,1,7994877,15000000000
16485657,tangerang,4681138,116,96,3,3,0,0,0,0,1,0,1,2.0,0,1,SHM,1,18045287,2800000000
15574016,jakarta timur,5067381,80,90,3,2,0,0,0,0,1,0,2,2.0,1,1,SHM,1,9022643,1400000000
15894594,jakarta selatan,5067381,120,138,5,5,0,0,0,0,1,0,1,2.0,1,1,SHM,1,16756338,2600000000
16485330,tangerang selatan,4670791,161,141,5,4,1,0,0,0,1,0,0,1.0,0,1,SHM,1,29001354,4500000000
16486071,bandung,3868638,50,54,3,2,1,0,0,0,1,0,1,2.0,0,1,SHM,1,4382426,680000000
16436023,surabaya,4725479,200,294,4,3,0,0,0,0,1,1,1,1.0,0,0,SHM,1,17477172,7000000000
16485833,bandung,3868638,50,100,2,1,0,0,0,0,0,0,1,1.0,0,0,SHM,1,4350203,675000000
15869534,jakarta selatan,5067381,250,385,4,4,0,0,0,0,0,0,4,2.0,0,0,SHM,1,35446100,5500000000
16485627,bandung,3868638,167,153,5,4,0,0,0,0,1,0,2,2.0,1,1,SHM,1,16111863,2500000000
16485399,jakarta selatan,5067381,210,352,5,3,0,0,0,0,1,1,2,2.0,0,0,SHM,1,89517515,13890000000
15915940,jakarta timur,5067381,150,92,4,4,1,0,0,0,0,0,0,2.0,0,0,SHM,1,8552659,3000000000
16252409,surabaya,4725479,250,350,2,2,0,0,0,0,0,0,0,1.0,0,0,SHM,1,9296368,5000000000
16228868,bekasi,5281346,150,140,3,2,0,0,0,0,1,0,1,2.0,1,1,SHM,1,5113002,37000000000
14772786,jakarta timur,5067381,165,112,4,5,0,0,0,0,0,0,2,2.0,1,1,Lainnya,0,27396613,4250000000
14309171,jakarta barat,5067381,300,160,6,4,0,0,0,0,0,1,0,3.0,0,1,SHM,1,48335591,7500000000
16485576,bandung,3868638,50,68,2,2,0,0,0,0,1,1,1,2.0,1,0,SHM,1,4150416,644000000
16485331,denpasar,3096823,300,210,4,3,0,0,0,0,1,1,0,2.0,0,0,SHM,1,36251693,5630000000
16109930,depok,4878612,145,108,4,4,0,0,0,0,1,0,1,2.0,1,0,SHM,1,11278304,1750000000
16504593,surabaya,4725479,80,105,3,2,1,0,0,1,1,1,1,2.0,1,1,SHM,0,4834111,3000000000
16189679,bandung,3868638,220,143,4,3,0,0,0,0,1,0,3,2.0,1,0,SHM,1,5949676,6000000000
16483548,tangerang,4681138,68,83,3,3,0,0,0,0,1,1,1,2.0,1,1,SHM,1,435070,117000000
16383976,gresik,4642031,75,103,4,3,0,0,0,0,0,0,1,2.0,0,0,HGB,1,3644176,980000000
16485905,jakarta timur,5067381,600,500,8,7,0,0,0,1,1,0,0,2.0,0,0,SHM,1,37057286,5750000000
16485888,surabaya,4725479,150,105,3,3,1,0,0,1,0,0,1,2.0,0,0,SHM,1,13533965,2100000000
16485862,jakarta barat,5067381,176,128,4,3,0,0,0,0,1,0,1,2.0,0,0,SHM,1,12245016,1900000000
16485679,surabaya,4725479,250,291,5,3,0,0,0,0,1,1,1,2.0,1,1,SHM,0,16111863,2500000000
16485411,jakarta timur,5067381,175,217,4,3,0,0,0,0,0,0,0,2.0,0,1,SHM,1,19334236,3000000000
15601333,bandung,3868638,202,198,5,4,0,0,0,0,1,0,3,2.0,1,1,HGB,1,32223727,5000000000
16486109,jakarta utara,5067381,300,252,4,4,0,0,0,0,0,1,1,2.0,0,0,HGB,1,35446100,5500000000
16486106,denpasar,3096823,210,139,3,3,1,0,0,1,0,0,1,2.0,0,0,SHM,1,13533965,2100000000
16486104,tangerang selatan,4670791,78,150,4,2,0,0,0,1,1,1,2,2.0,1,1,SHM,1,18045287,2800000000
15310731,bekasi,5281346,60,90,2,1,0,0,0,0,1,0,1,2.0,0,0,SHM,1,3309507,890000000
16401829,bandung,3868638,150,278,3,3,1,0,0,0,1,0,2,1.0,0,0,SHM,1,11527496,1000000000
16218834,tangerang selatan,4670791,120,149,5,4,1,0,0,0,1,0,2,2.0,1,1,SHM,1,10969714,95000000000
14602818,bandung,3868638,90,110,3,2,0,0,0,0,0,0,2,1.0,0,0,SHM,1,7733694,1200000000
16393159,jakarta timur,5067381,86,105,3,4,0,0,0,0,0,0,2,2.0,0,1,Lainnya,1,12567253,1950000000
16485403,jakarta barat,5067381,288,144,5,2,0,0,0,0,0,0,0,2.0,0,1,SHM,1,14822914,2300000000
16159353,jakarta barat,5067381,39,20,2,2,1,0,0,0,0,0,0,2.0,0,1,SHM,1,3125701,485000000
16486103,bandung,3868638,50,100,2,3,0,0,0,0,1,0,2,1.0,0,0,SHM,1,2739016,425000000
16495490,jakarta timur,5067381,50,54,3,2,0,0,0,0,0,2,1,2.0,0,1,SHM,1,3558650,957000000
16485901,jakarta timur,5067381,600,500,8,7,0,0,0,1,1,0,0,2.0,0,0,SHM,1,37057286,5750000000
16485117,surabaya,4725479,590,480,7,5,0,0,0,1,1,2,2,2.0,0,1,HGB,1,70247726,10900000000
16485393,jakarta timur,5067381,130,210,2,2,0,0,0,0,0,0,0,1.0,0,0,SHM,1,20623185,3200000000
16485362,bandung,3868638,192,153,3,3,0,0,0,0,1,1,1,3.0,1,0,SHM,1,19334236,3000000000
12898587,jakarta utara,5067381,512,410,5,5,0,0,0,0,1,1,2,2.0,0,0,SHM,1,74114573,11500000000
15804501,jakarta utara,5067381,73,60,3,2,0,0,0,0,0,0,2,2.0,1,1,SHM,1,7994877,15000000000
16386775,bandung,3868638,97,168,3,2,0,0,0,0,0,0,0,1.0,0,0,SHM,0,9296368,5000000000
16295876,jakarta barat,5067381,216,216,1,1,0,0,0,0,0,0,0,2.0,0,0,SHM,1,13014915,5000000000
16485876,bekasi,5281346,100,156,2,1,0,0,0,0,1,0,0,1.0,0,1,SHM,1,9344881,1450000000
16485366,depok,4878612,100,93,3,2,0,0,0,0,0,0,1,2.0,0,0,SHM,1,8023708,1250000000
16485397,tangerang selatan,4670791,90,120,4,3,0,0,0,0,0,0,0,1.0,0,0,SHM,0,5478033,850000000
16485384,jakarta timur,5067381,280,120,5,4,0,0,0,1,0,1,2,2.0,0,0,SHM,1,12889491,2000000000
16485592,jakarta barat,5067381,160,90,3,3,0,0,0,0,0,0,1,1.0,0,0,SHM,1,18045287,2800000000
16273340,jakarta selatan,5067381,100,61,3,3,1,0,0,0,1,0,1,2.0,0,0,SHM,1,8700406,1350000000
16307163,jakarta timur,5067381,180,108,4,4,0,0,0,0,1,0,1,2.0,0,1,SHM,1,6507458,75000000000
16138629,jakarta pusat,5067381,600,543,7,6,0,0,0,0,0,1,3,2.0,0,1,SHM,1,70652397,19000000000
13233163,tangerang,4681138,62,48,2,2,0,0,0,0,0,0,0,1.0,1,1,SHM,1,4276329,1150000000
16485540,bandung,3868638,60,64,3,1,0,0,0,0,1,1,1,2.0,1,0,SHM,1,4395316,682000000
16485486,jakarta barat,5067381,120,120,4,4,0,0,0,0,1,0,0,2.0,1,1,SHM,1,28034643,4350000000
16510788,tangerang,4681138,24,50,1,1,0,0,0,0,0,0,1,1.0,0,0,SHM,1,2751725,740000000
15907942,jakarta barat,5067381,113,50,3,3,0,0,0,0,0,0,0,3.0,0,0,SHM,1,5949676,6000000000
16485861,depok,4878612,72,90,3,3,0,0,0,0,1,0,2,2.0,0,0,SHM,1,7733694,1200000000
16485611,bandung,3868638,50,60,2,1,0,0,0,0,1,1,1,2.0,1,1,SHM,1,3899071,605000000
16463779,tangerang selatan,4670791,45,96,2,1,1,0,0,0,1,0,1,1.0,0,1,SHM,1,6348074,985000000
14602622,bandung,3868638,550,375,5,5,0,0,0,0,0,0,3,2.0,0,0,SHM,0,61225082,9500000000
14757399,bekasi,5281346,240,162,5,5,0,0,0,0,0,2,0,2.0,0,1,SHM,1,8180804,2000000000
16511762,tangerang,4681138,44,55,3,2,0,0,0,0,1,0,2,2.0,1,1,SHM,1,3257447,876000000
16485424,bekasi,5281346,160,90,5,4,1,0,0,0,0,0,1,2.0,0,1,SHM,1,9022643,1400000000
16149235,cimahi,3627880,180,198,4,3,0,0,0,0,0,0,1,1.0,0,1,SHM,0,8700406,1350000000
14787853,jakarta barat,5067381,220,150,5,5,0,0,0,0,1,0,2,3.0,0,1,SHM,1,18689762,2900000000
16485545,surabaya,4725479,175,102,5,4,1,0,0,0,0,0,2,1.0,0,1,SHM,1,15145152,2350000000
7069830,jakarta selatan,5067381,525,500,4,4,0,0,0,0,0,0,0,1.0,0,0,Lainnya,1,126430605,34000000000
16485744,malang,3338709,41,120,2,1,0,0,0,0,1,1,1,1.0,0,0,SHM,1,5800270,900000000
16008569,bandung,3868638,200,120,3,3,1,0,0,1,1,0,2,2.0,0,1,SHM,1,17078575,2650000000
16081002,jakarta barat,5067381,126,216,4,4,0,0,0,0,1,2,2,2.0,0,1,SHM,1,25772537,4000000000
16215942,bandung,3868638,81,61,3,2,0,0,0,0,0,0,1,2.0,0,0,SHM,1,6766982,1050000000
16222941,jakarta selatan,5067381,350,250,6,6,1,0,0,0,1,0,3,2.0,1,1,SHM,1,35446100,5500000000
16355369,surabaya,4725479,48,50,2,1,0,0,0,0,1,0,1,1.0,1,1,HGB,0,2695947,725000000
15497699,jakarta selatan,5067381,550,534,7,5,1,0,0,0,1,2,2,2.0,1,1,SHM,1,66933850,18000000000
16455271,jakarta selatan,5067381,320,105,6,4,2,0,0,0,1,2,1,3.0,0,1,SHM,1,19334236,3000000000
16485789,bandung,3868638,235,182,3,3,0,0,0,0,0,0,2,2.0,0,0,SHM,1,20945423,3250000000
14602540,bandung,3868638,1,437,4,2,0,1,0,0,0,3,3,1.0,0,0,SHM,0,56327076,8740000000
15729651,jakarta timur,5067381,154,288,6,4,0,0,0,0,1,5,0,1.0,0,1,SHM,1,12643061,4000000000
15253630,depok,4878612,85,90,3,2,0,0,0,0,0,0,1,2.0,0,0,SHM,1,5949676,6000000000
16108128,jakarta selatan,5067381,130,53,4,4,1,0,0,0,1,0,2,3.0,0,0,SHM,1,6507458,75000000000
16485800,tangerang,4681138,220,180,7,4,0,0,0,0,1,0,2,2.0,0,1,SHM,1,18045287,2800000000
14602681,bandung,3868638,170,147,4,4,0,0,0,0,0,0,1,2.0,0,0,HGB,0,22556609,3500000000
15867314,magelang,2229445,120,215,3,4,1,0,0,0,1,1,1,2.0,1,1,SHM,1,11600541,1800000000
16259217,bekasi,5281346,250,150,4,3,0,0,0,1,0,0,1,4.0,1,1,SHM,1,16756338,2600000000
16242164,bandung,3868638,140,183,4,2,0,0,0,0,1,1,1,1.0,1,1,SHM,1,6321530,7000000000
15904779,jakarta barat,5067381,132,60,4,3,0,0,0,0,0,0,0,3.0,0,0,SHM,0,7808949,1000000000
14602598,bandung,3868638,300,242,4,4,0,0,0,0,0,0,0,2.0,0,0,SHM,0,61225082,9500000000
16485370,jakarta timur,5067381,100,120,4,3,0,0,0,0,0,1,0,2.0,0,0,SHM,1,14178440,2200000000
15943625,tangerang,4681138,39,72,2,1,0,0,0,0,0,0,1,1.0,0,1,HGB,1,2751725,740000000
15303175,depok,4878612,60,84,2,1,0,0,0,0,1,0,0,1.0,0,0,SHM,1,2788910,750000000
14761553,jakarta selatan,5067381,270,165,4,3,0,0,0,0,0,1,1,2.0,0,0,SHM,1,16733462,5000000000
16482060,purwokerto,2195960,40,91,2,1,0,0,0,0,0,0,0,1.0,1,0,SHM,0,1849977,5000000
16485702,bandung,3868638,50,68,1,2,0,0,0,0,1,1,1,2.0,1,0,SHM,1,4150416,644000000
16485353,jakarta timur,5067381,300,200,5,5,0,0,0,0,1,0,2,2.0,1,1,SHM,1,48335591,7500000000
16485338,jakarta utara,5067381,300,150,5,5,0,0,0,0,1,0,0,2.0,0,1,SHM,0,32223727,5000000000
16485553,jakarta barat,5067381,180,102,4,4,0,0,0,0,0,0,1,2.0,0,1,SHM,1,19011999,2950000000
14927706,tangerang,4681138,45,72,2,1,0,0,0,0,1,0,1,1.0,0,1,SHM,0,2156757,580000000
16204419,bogor,4696764,108,293,5,4,0,0,0,0,1,0,4,2.0,0,1,SHM,1,8924513,4000000000
16259026,jakarta timur,5067381,90,120,4,4,0,0,0,0,0,0,2,2.0,0,0,Lainnya,0,12245016,1900000000
16485493,depok,4878612,120,80,4,2,0,0,0,0,1,2,1,2.0,0,1,SHM,1,6444745,1000000000
16485380,jakarta timur,5067381,91,98,4,4,0,0,0,0,0,0,0,2.0,0,0,Lainnya,1,21267660,3300000000
16497682,surakarta,2269070,45,62,2,1,1,0,0,0,0,0,1,1.0,0,0,SHM,0,1115564,300000000
16485785,cilegon,4815102,104,90,3,2,1,0,0,1,1,1,1,2.0,0,1,SHM,1,7089220,1100000000
16485653,bandung,3868638,70,75,3,2,0,0,0,0,1,1,1,2.0,1,1,SHM,1,5432920,843000000
16180173,bandung,3868638,140,108,4,3,0,0,0,0,1,0,0,2.0,0,1,SHM,1,17078575,2650000000
16485567,bandung,3868638,202,198,5,4,0,0,0,0,1,1,2,2.0,0,1,SHM,1,45113218,7000000000
16485352,jakarta timur,5067381,160,96,3,3,0,0,0,0,0,1,0,2.0,0,1,SHM,1,11278304,1750000000
16461483,bandung,3868638,268,254,4,4,0,0,0,0,1,0,1,2.0,0,0,SHM,1,15467389,2400000000
14863189,surabaya,4725479,320,153,5,5,0,0,0,0,0,0,1,3.0,1,1,Lainnya,1,17105317,6000000000
16485875,bekasi,5281346,50,66,2,1,0,0,0,0,1,1,0,1.0,0,1,SHM,1,4253532,660000000
16485680,semarang,2913128,345,247,7,4,0,0,0,0,1,1,1,2.0,0,0,SHM,1,29001354,4500000000
16485655,tangerang selatan,4670791,220,154,6,6,0,0,0,0,1,0,1,2.0,1,1,SHM,0,15467389,2400000000
10495865,jakarta barat,5067381,120,90,3,2,0,0,0,0,0,0,0,2.0,0,0,SHM,1,12567253,1950000000
16485732,bandung,3868638,160,200,2,2,1,0,0,0,1,0,2,2.0,0,0,SHM,1,25778982,4000000000
16485973,jakarta timur,5067381,137,85,4,3,0,0,0,0,1,0,2,3.0,0,0,SHM,0,14822914,2300000000
16125009,depok,4878612,120,92,4,4,0,0,0,0,1,0,2,2.0,0,0,SHM,1,12083897,1880000000
16486117,jakarta selatan,5067381,180,420,8,6,0,0,0,0,1,0,2,1.0,0,0,SHM,1,35446100,5500000000
15365225,bogor,4696764,155,197,5,4,0,0,0,0,0,0,0,2.0,0,0,SHM,1,10969714,95000000000
10389691,tangerang,4681138,300,220,4,4,1,0,0,0,0,0,0,1.0,0,1,SHM,0,27889104,5000000000
9503388,bekasi,5281346,60,60,3,5,0,0,0,0,0,1,1,2.0,1,1,SHM,0,4479098,695000000
16485317,jakarta utara,5067381,90,67,3,3,0,0,0,0,0,1,0,2.0,0,1,SHM,1,10956067,1700000000
16169477,jakarta pusat,5067381,135,90,4,4,0,0,0,0,0,0,0,2.0,0,0,SHM,1,9668223,6000000000
12514664,tangerang selatan,4670791,118,105,4,3,0,0,0,0,1,0,1,2.0,0,1,SHM,1,9854150,65000000000
15941822,badung,3318628,126,131,3,3,1,0,0,0,0,0,1,2.0,1,0,SHM,1,12643061,4000000000
16485701,bandung,3868638,180,268,5,3,1,0,0,0,0,0,2,1.0,0,0,SHM,1,22556609,3500000000
16485696,tangerang,4681138,70,60,3,2,0,0,0,0,1,0,1,2.0,0,1,SHM,0,10956067,1700000000
16485512,bekasi,5281346,170,126,4,2,0,0,0,0,0,0,2,2.0,0,0,SHM,1,12083897,1880000000
16265925,jakarta timur,5067381,228,192,5,4,0,0,0,0,1,0,2,2.0,0,0,SHM,1,23201083,3600000000
16424374,bandung,3868638,80,94,3,1,0,0,0,0,0,0,1,1.0,0,0,SHM,1,6122508,950000000
16485517,bandung,3868638,130,117,4,4,0,0,0,0,1,0,1,1.0,0,1,SHM,1,12889491,2000000000
16441582,jakarta selatan,5067381,390,517,7,6,0,0,0,0,0,2,0,2.0,0,0,SHM,0,273901685,42500000000
16111292,depok,4878612,195,136,6,5,0,0,0,0,1,0,2,2.0,0,0,SHM,1,16111863,2500000000
16433510,jakarta selatan,5067381,200,127,5,5,0,0,0,0,0,0,2,2.0,0,0,SHM,1,12271206,3000000000
16107032,jakarta timur,5067381,81,76,3,3,0,0,0,0,0,0,2,2.0,0,0,SHM,1,5202248,39000000000
14276811,surabaya,4725479,190,108,5,4,0,0,0,0,0,0,2,2.0,0,1,SHM,1,18045287,2800000000
15374147,jakarta selatan,5067381,305,385,5,4,0,0,0,1,1,2,2,2.0,0,1,SHM,1,70247726,10900000000
16485482,jakarta barat,5067381,200,90,5,3,0,0,0,0,1,1,1,2.0,0,1,SHM,1,14178440,2200000000
16477667,jakarta timur,5067381,60,30,2,2,1,0,0,0,1,1,1,2.0,1,1,SHM,1,3544610,550000000
14883504,jakarta selatan,5067381,158,124,4,3,0,0,0,0,1,0,2,2.0,1,1,SHM,1,34801625,5400000000
16341334,jakarta timur,5067381,200,120,4,4,0,0,0,0,1,0,1,2.0,0,0,SHM,1,14790691,2290000000
16264318,jakarta utara,5067381,242,262,5,1,0,0,0,0,0,0,0,1.0,0,0,HGB,1,16733462,5000000000
16190181,depok,4878612,200,169,5,5,0,0,0,0,0,0,2,2.0,0,0,SHM,1,7437094,2000000000
10414112,bekasi,5281346,36,60,2,7,0,0,0,0,1,0,1,1.0,1,1,SHM,1,1375862,370000000
16485652,jakarta timur,5067381,140,105,4,4,0,0,0,0,0,0,1,2.0,1,1,SHM,1,22556609,3500000000
16485620,badung,3318628,160,100,2,2,0,0,0,0,0,0,0,1.0,0,1,SHM,1,8378169,1300000000
14828692,depok,4878612,250,164,6,5,1,0,0,0,0,0,2,2.0,0,1,SHM,1,16756338,2600000000
16403628,jakarta barat,5067381,100,90,3,3,1,0,0,0,0,0,0,2.0,0,0,SHM,1,8924513,4000000000
15017217,tangerang,4681138,203,243,5,5,0,0,0,0,1,1,2,2.0,0,1,Lainnya,1,34801625,5400000000
8783369,jakarta selatan,5067381,250,550,5,3,0,0,0,1,0,1,4,2.0,0,0,SHM,1,45113218,7000000000
16351223,jakarta pusat,5067381,104,40,2,2,1,0,0,0,1,1,1,3.0,1,1,SHM,1,5768047,895000000
16485226,jakarta pusat,5067381,71,24,3,2,1,0,0,0,1,0,1,3.0,1,1,SHM,1,5768047,895000000
16425206,bandung,3868638,110,165,4,2,0,0,0,0,0,0,1,1.0,0,0,SHM,1,7089220,1100000000
16210651,bandung,3868638,144,120,4,3,0,0,0,0,0,1,1,1.0,0,0,HGB,1,10040077,7000000000
16485458,badung,3318628,290,243,5,6,0,0,0,0,1,2,1,2.0,0,0,SHM,1,43179795,6700000000
14925026,bandung,3868638,550,350,6,5,1,0,0,0,1,2,2,2.0,1,1,SHM,1,42535320,6600000000
16485347,bekasi,5281346,60,72,2,1,0,0,0,0,1,0,2,1.0,1,1,SHM,1,4833559,750000000
15205582,bandung,3868638,70,99,2,2,1,0,0,0,0,0,1,2.0,1,1,SHM,1,13533965,2100000000
15687116,bogor,4696764,44,74,2,4,0,0,0,0,0,0,1,1.0,0,0,SHM,0,1900178,511000000
16485376,tangerang,4681138,132,90,4,4,1,0,0,0,1,0,1,2.0,0,1,SHM,1,13533965,2100000000
16485351,bandung,3868638,120,86,3,2,0,0,0,0,1,1,1,2.0,0,1,SHM,1,6283626,975000000
15701972,jakarta utara,5067381,274,200,5,5,0,0,0,0,1,0,2,2.0,0,1,SHM,1,44468744,6900000000
15519189,jakarta timur,5067381,81,58,2,2,1,0,0,0,1,0,1,2.0,0,0,SHM,0,15620028,2420000000
16486081,bandung,3868638,100,112,3,2,0,0,0,0,0,0,0,1.0,0,0,SHM,1,7089220,1100000000
16475601,bandung,3868638,185,325,4,4,0,0,0,0,0,0,2,1.0,1,1,HGB,1,25134507,3900000000
15335046,bogor,4696764,40,60,2,1,0,0,0,0,1,1,1,1.0,1,0,SHM,1,1245713,335000000
16485713,tangerang,4681138,115,162,4,4,1,0,0,0,1,0,1,2.0,0,1,SHM,1,23201083,3600000000
15447628,bogor,4696764,120,216,3,2,0,0,0,0,0,0,1,1.0,0,1,SHM,1,9184812,47000000000
16402343,bekasi,5281346,100,144,4,2,0,0,0,0,1,1,0,1.0,0,0,SHM,1,4834111,3000000000
16264500,tangerang,4681138,50,55,4,3,0,0,0,0,0,0,0,1.0,0,0,SHM,1,2788910,750000000
16384363,jakarta utara,5067381,180,122,4,3,0,0,0,0,0,0,0,1.0,0,0,SHM,1,18220881,9000000000
16290735,magelang,2229445,102,254,3,7,0,0,0,0,1,0,2,1.0,0,1,SHM,1,8924513,4000000000
15963921,jakarta selatan,5067381,100,306,5,4,0,0,0,0,0,0,1,1.0,0,1,SHM,1,22679059,3520000000
15973489,jakarta selatan,5067381,290,300,4,3,1,0,0,0,0,0,5,2.0,0,1,SHM,1,27067931,4200000000
16485631,bekasi,5281346,40,66,2,1,0,0,0,0,1,0,1,1.0,1,0,SHM,0,3705728,575000000
16485457,tangerang selatan,4670791,194,97,3,3,0,0,0,0,0,0,0,2.0,0,1,SHM,0,19011999,2950000000
16211013,jakarta utara,5067381,250,140,4,4,0,0,0,0,1,0,0,3.0,0,0,HGB,1,29645829,4600000000
16509065,tangerang selatan,4670791,63,72,3,2,0,0,0,0,1,0,2,2.0,1,1,SHM,1,5391893,45000000000
16485832,bandung,3868638,180,268,6,3,1,0,0,0,0,0,2,1.0,0,0,SHM,1,22556609,3500000000
14609457,bekasi,5281346,72,112,4,2,0,0,0,0,1,0,1,1.0,0,0,SHM,1,4833559,750000000
15805252,tangerang selatan,4670791,140,427,5,5,0,0,0,0,1,0,1,1.0,1,0,SHM,1,12889491,2000000000
13922748,tangerang,4681138,45,84,2,1,0,0,0,0,0,0,1,1.0,0,0,SHM,1,2788910,750000000
16265356,jakarta selatan,5067381,211,360,6,5,0,0,0,0,1,2,9,2.0,1,1,SHM,1,40904019,11000000000
9553876,jakarta selatan,5067381,360,335,7,6,0,0,0,0,0,4,2,2.0,0,0,SHM,1,24170557,5000000000
16485857,surabaya,4725479,300,180,5,5,1,0,0,0,0,0,2,2.0,0,1,SHM,1,25456744,3950000000
15300440,bekasi,5281346,36,78,2,1,0,0,0,0,1,0,0,1.0,0,0,SHM,1,3681362,990000000
16333991,bandung,3868638,70,130,2,1,1,0,0,0,0,1,0,1.0,0,1,SHM,1,2602983,700000000
16485847,bandung,3868638,36,72,2,2,0,0,0,0,0,0,1,1.0,0,0,SHM,1,3222372,500000000
16485503,jakarta timur,5067381,115,98,4,5,1,0,0,0,0,0,2,1.0,0,1,Lainnya,1,20623185,3200000000
16485425,surabaya,4725479,150,429,4,3,0,0,0,0,0,0,0,1.0,0,0,SHM,0,29645829,4600000000
15959846,surabaya,4725479,333,217,5,5,0,0,0,0,1,0,0,3.0,1,1,HGB,1,31507644,4890000000
16363319,bekasi,5281346,95,60,3,2,0,0,0,0,0,0,1,2.0,0,0,SHM,1,2640169,710000000
15330058,depok,4878612,60,183,2,2,0,0,0,0,1,0,1,1.0,0,0,SHM,1,4387886,18000000000
16321430,depok,4878612,47,72,3,2,0,0,0,0,1,1,1,1.0,1,1,SHM,1,2127009,572000000
16396307,jakarta selatan,5067381,233,221,5,5,0,0,0,0,1,2,2,2.0,1,1,SHM,1,24170557,5000000000
16113483,tangerang selatan,4670791,120,90,4,3,0,0,0,0,0,0,0,2.0,0,0,SHM,1,10311592,1600000000
16471387,bandung,3868638,150,180,4,3,0,0,0,0,1,0,1,2.0,0,0,SHM,1,16756338,2600000000
15177490,jakarta selatan,5067381,400,470,6,4,0,0,0,0,1,2,2,3.0,0,1,SHM,1,121805690,18900000000
16486123,tangerang selatan,4670791,107,92,3,2,1,0,0,0,0,0,1,2.0,1,0,SHM,0,5761602,894000000
16485753,tangerang,4681138,64,72,3,1,0,0,0,0,0,2,2,2.0,0,0,SHM,0,4414650,685000000
14937488,jakarta selatan,5067381,250,565,4,4,0,0,0,0,1,3,0,2.0,0,0,SHM,1,161763113,25100000000
16485672,bandung,3868638,70,75,3,2,0,0,0,0,1,1,1,2.0,1,1,SHM,1,5432920,843000000
16485494,bogor,4696764,45,72,2,4,0,0,0,0,1,0,1,1.0,0,0,SHM,1,3190149,495000000
16485449,jakarta selatan,5067381,300,150,4,3,0,0,0,0,0,0,2,2.0,0,0,SHM,1,22556609,3500000000
16485420,tangerang selatan,4670791,52,66,4,3,0,0,0,0,1,1,1,2.0,0,1,SHM,1,2990361,464000000
16485822,bandung,3868638,200,180,4,3,0,0,0,0,0,0,0,1.0,0,0,SHM,1,10311592,1600000000
16069123,depok,4878612,80,41,3,2,0,0,0,0,1,1,1,2.0,0,0,SHM,1,5155796,800000000
16433420,jakarta utara,5067381,473,473,6,5,0,0,0,0,1,3,0,3.0,0,1,Lainnya,1,167334625,45000000000
16510786,tangerang,4681138,115,162,3,3,0,0,0,0,0,0,1,2.0,0,0,Lainnya,1,14539520,91000000000
16330175,jakarta selatan,5067381,400,515,5,4,1,0,0,0,1,1,4,1.0,0,1,SHM,1,55406354,9000000000
16485890,surabaya,4725479,205,129,4,6,0,0,0,0,0,0,2,2.0,0,0,HGB,1,25134507,3900000000
16485532,sidoarjo,4638582,36,70,3,2,0,0,0,0,1,2,1,1.0,1,1,SHM,1,161118,25000000
16486102,badung,3318628,260,330,5,4,1,0,0,0,0,1,1,2.0,0,1,SHM,1,25778982,4000000000
16485850,jakarta selatan,5067381,400,240,6,6,0,0,0,0,0,2,2,3.0,0,0,SHM,1,64447455,10000000000
16485484,malang,3338709,140,131,4,2,0,0,0,0,1,0,2,2.0,0,0,SHM,1,12889491,2000000000
16485438,bandung,3868638,50,68,2,2,0,0,0,0,1,1,1,2.0,1,0,SHM,1,4150416,644000000
